Date;consumption
2020-12-27;11397.780784
2021-01-02;13940.674353
2021-01-09;15181.120916999998
2021-01-14;15491.085738
2021-01-18;15456.240544
2021-01-20;14742.423453
2021-01-22;12980.12348
2021-01-24;12526.662818
2021-01-27;16256.331768
2021-01-28;14892.590447
2021-01-29;10778.312242
2021-02-03;10512.777052
2021-02-06;9489.861373
2021-02-14;16009.741891
2021-02-25;10006.080908
2021-03-04;11904.099705
2021-03-15;11891.62778
2021-03-16;13599.655529
2021-03-30;10896.852003
2021-04-01;7606.855717
2021-04-03;7745.759491000002
2021-04-04;8061.946893
2021-04-06;13722.984622
2021-04-13;13068.11359
2021-04-18;10295.766601000001
2021-04-23;11362.372473000001
2021-04-25;8491.345698000001
2021-04-30;11130.792658
2021-05-01;7171.376256999999
2021-05-04;8241.177108
2021-05-07;10376.873128
2021-05-09;6042.348559
2021-05-13;6418.030508999998
2021-05-13;6220.632790000001
2021-05-18;8025.367668999994
2021-05-21;7272.4978599999995
2021-05-22;6598.351033
2021-05-27;8998.401851
2021-05-28;8210.062886000003
2021-05-30;5337.049473000001
2021-06-04;5892.246543999999
2021-06-08;6897.806487999999
2021-06-09;6873.539272
2021-06-11;6493.062122
2021-06-12;4178.058928
2021-06-14;6357.265245999999
2021-06-15;6553.1820689999995
2021-06-17;6166.430450999997
2021-06-21;5950.5191060000025
2021-06-22;6292.5253269999985
2021-06-23;6481.632256
2021-06-28;5851.090933
2021-07-03;5402.976062000001
2021-07-07;6093.023175
2021-07-10;4852.181812
2021-07-14;4497.688779
2021-07-18;4501.253266
2021-07-20;6847.8948560000035
2021-07-26;6511.346695000001
2021-07-27;4220.289830000003
2021-07-28;4120.576349
2021-07-30;3790.796228
2021-08-01;2972.099043999999
2021-08-20;4708.147964000002
2021-09-03;4960.56739
2021-09-05;4753.9671970000045
2021-09-13;6688.714081000002
2021-09-15;6712.407889
2021-09-25;5019.281440000002
2021-10-08;10328.667459000002
2021-10-18;12955.200698000011
2021-10-21;10371.689847
2021-10-22;12686.922034999994
2021-10-24;9356.098761999998
2021-10-25;12586.407965000004
2021-10-27;12641.507883999999
2021-10-31;6871.330590999998
2021-11-02;11827.089187000001
2021-11-18;14328.929642999989
2021-11-21;12080.134254
2021-11-28;14120.159462999996
2021-12-13;14971.84213399999
2021-12-15;15030.140848000005
2021-12-19;13730.243943000009
2021-12-21;16701.175060999994
2021-12-25;9693.442598000003
2022-01-05;13860.131476999999
2022-01-07;15858.816353
2022-01-08;11997.231077000006
2022-01-16;14989.403095999998
2022-01-28;16262.498395999995
2022-02-04;14163.767201999992
2022-02-15;13586.442005000019
2022-02-18;9960.713984000004
2022-02-28;16244.379715000005
2022-03-03;15596.869261000002
2022-03-08;16567.628864000002
2022-03-10;15206.814959999987
2022-03-13;9991.307276000001
2022-03-19;9837.676140000001
2022-03-21;12602.442075999992
2022-03-22;12888.977909
2022-03-26;10113.617399000002
